ClassOrClub,BillingFirstName,BillingLastName,BillingCompany,BillingAddress,BillingAddress2,BillingCity,BillState,BillZipCode,BillCountry,BillPhone,BillEmail,BirthDate,ShipFirstName,ShipLastName,ShipCompany,ShipAddress,ShipAddress2,ShipCity,ShipState,ShipZipCode,ShipCountry,ShipPhone,ShipEmail,CCNumber,CCExpMonth,CCExpYear,NameOnCard,Pickup,PickupLocation,SignUpDate,OnHoldUntil,WineClubNotes,AccountNotes,Password,OptIn,TaxExempt,CustNum
Black Diamond,Harry,Banks,,3456 Northeast 3rd Street North,,Bremerton,WA,98311,UNITED STATES,234-222-2222,harrybanks@op.net,1/1/1966 0:00,,,,,,,,,UNITED STATES,,,,,,,Y,Tasting Room,2/26/2021 14:37,,,"(Date: 2021-08-02 14:59:49.0352712, Author: Customer, Note: Reservation: 3:00 PM / Laura Arvizu / 5 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/05/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 5&#x0D;
	Reservation #: 151208&#x0D;
	Order #: 3075&#x0D;
	Prepaid: $110.10&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	222-222-2222&#x0D;
	laura@lo.op&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-23 11:29:07.3558288, Author: Customer, Note: Reservation: 1:00 PM / Laura Arvizu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 147119&#x0D;
	Order #: 3020&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	222-222-2222&#x0D;
	laura@lo.op&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-22 14:49:12.3079586, Author: Customer, Note: Reservation: 1:00 PM / Laura Arvizu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 146757&#x0D;
	Order #: 3016&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	222-222-2222&#x0D;
	laura@lo.op&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-22 12:09:13.1996569, Author: Customer, Note: Reservation: 4:00 PM / Laura Arvizu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/23/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 146608&#x0D;
	Order #: 3013&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	222-222-2222&#x0D;
	laura@lo.op&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-22 11:42:09.1016878, Author: Customer, Note: Reservation: 5:00 PM / Laura Arvizu / 6 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/30/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 146584&#x0D;
	Order #: 2982&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	222-222-2222&#x0D;
	laura@lo.op&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-21 13:08:32.8794529, Author: Customer, Note: Reservation: 5:00 PM / Laura Arvizu / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/30/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 146152&#x0D;
	Order #: 2973&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	222-222-2222&#x0D;
	laura@lo.op&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-21 10:57:41.7914367, Author: Customer, Note: Reservation: 4:00 PM / Laura Arvizu / 6 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 146072&#x0D;
	Order #: 2967&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	222-222-2222&#x0D;
	laura@lo.op&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 16:00:05.7373433, Author: Customer, Note: Reservation: 11:30 AM / Laura Arvizu / 6 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/30/2021&#x0D;
	Time: 11:30 AM&#x0D;
	Guests: 6&#x0D;
	Reservation #: &#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	222-222-2222&#x0D;
	laura@lo.op&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-06-29 16:32:17.5370053, Author: LauraOP, Note: Event Note Example)",,Y,N,9309
Black Diamond,Roland,Tide,,34596 56th Ct S,,Auburn,WA,98001,UNITED STATES,234-222-1111,rolandtide@op.net,1/1/1957 0:00,,,,,,,,,UNITED STATES,,,,,,,Y,Winery,2/26/2021 14:55,,"(Date: 2021-09-01 14:47:29.7524349, Author: Customer, Note: Reservation: 3:00 PM / tad Radwelll / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162755&#x0D;
	Order #: 3446&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	tad Radwelll&#x0D;
	999-999-9999&#x0D;
	manager@oldoworldtastingroom.com&#x0D;
Notes: &#x0D;
	Test this out)","(Date: 2021-04-19 13:24:57.6661974, Author: natpayne123, Note: Loves red wine)",,Y,N,9311
Consumer,Rufus,Manners,,,,,,,UNITED STATES,234-543-1111,Rufusmanners@op.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,2/26/2021 14:58,,,"(Date: 2021-08-26 09:13:05.5852674, Author: Customer, Note: Reservation: 3:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160398&#x0D;
	Order #: 3375&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-29 09:49:58.6886527, Author: Customer, Note: Reservation: 6:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/30/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149409&#x0D;
	Order #: 3061&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-29 09:20:51.0685510, Author: Customer, Note: Reservation: 4:30 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149385&#x0D;
	Order #: 3060&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-22 13:56:52.4358612, Author: Customer, Note: Reservation: 3:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: &#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	testing reservation update)",,N,N,9312
Consumer,Charlie,Bitme,,6895 Speedway Boulevard,,Las Vegas,NV,89115,UNITED STATES,8907654321,Ouch@charlie.co,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,2/26/2021 15:05,,"(Date: 2021-08-25 14:15:02.3766620, Author: Aztlan, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/25/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 160163&#x0D;
	Order #: 3314&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	180-579-8798&#x0D;
	laura.arvizu1@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9314
Consumer,Glen,Glenn,,,,,,,UNITED STATES,453-222-1111,glenglenn@op.net,1/1/1972 0:00,,,,,,,,,UNITED STATES,,,,,,,,,2/26/2021 19:37,,"(Date: 2021-04-19 13:24:57.6661974, Author: natpayne123, Note: Loves red wine)",,,N,N,9320
Consumer,Eddie,Edwards,,,,,,,UNITED STATES,345-666-6666,eddieedwards@op.net,6/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/1/2021 8:48,,"(Date: 2021-08-25 15:24:20.3539510, Author: LauraOP, Note: Birthday this weekend. Pre buy a bottle of bubbles)    (Date: 2021-08-25 10:03:09.4946534, Author: LauraOP, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/27/2021&#x0D;
	Time: 1:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 160045&#x0D;
	Order #: 3278&#x0D;
Contact Person&#x0D;
	Peter Parker&#x0D;
	123-432-6789&#x0D;
	peter@123.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-02-02 11:06:41.2560752, Author: LauraOP, Note: Approved 6 comp tastings)    (Date: 2021-01-20 15:50:47.1590552, Author: LauraOP, Note: Approved for 6 club tastings)","(Date: 2021-08-05 09:23:12.6571949, Author: Customer, Note: Reservation: 4:30 PM / Harry Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152108&#x0D;
	Order #: 3080&#x0D;
Contact Person&#x0D;
	Harry Huff&#x0D;
	512-555-5555&#x0D;
	harry242222@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9323
Consumer,Baby,Ruth,,2309 South Tacoma Way,,Tacoma,WA,98409,UNITED STATES,345-777-7777,babyruth@op.net,12/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/1/2021 15:19,,"(Date: 2021-09-01 14:45:23.4782686, Author: Customer, Note: Reservation: 6:00 PM / Tad Radwell / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162753&#x0D;
	Order #: 3445&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Tad Radwell&#x0D;
	444-444-4444&#x0D;
	tad@radwell.com&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-25 15:24:20.3539510, Author: LauraOP, Note: Birthday this weekend. Pre buy a bottle of bubbles)    (Date: 2021-08-25 10:03:09.4946534, Author: LauraOP, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/27/2021&#x0D;
	Time: 1:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 160045&#x0D;
	Order #: 3278&#x0D;
Contact Person&#x0D;
	Peter Parker&#x0D;
	123-432-6789&#x0D;
	peter@123.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-02-02 11:06:41.2560752, Author: LauraOP, Note: Approved 6 comp tastings)    (Date: 2021-01-20 15:50:47.1590552, Author: LauraOP, Note: Approved for 6 club tastings)",,N,N,9328
Consumer,Mars,Barr,,,,,,,UNITED STATES,456-789-0432,marsbarr@op.net,10/1/1964 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/1/2021 15:25,,"(Date: 2021-08-25 15:24:20.3539510, Author: LauraOP, Note: Birthday this weekend. Pre buy a bottle of bubbles)    (Date: 2021-08-25 10:03:09.4946534, Author: LauraOP, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/27/2021&#x0D;
	Time: 1:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 160045&#x0D;
	Order #: 3278&#x0D;
Contact Person&#x0D;
	Peter Parker&#x0D;
	123-432-6789&#x0D;
	peter@123.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-02-02 11:06:41.2560752, Author: LauraOP, Note: Approved 6 comp tastings)    (Date: 2021-01-20 15:50:47.1590552, Author: LauraOP, Note: Approved for 6 club tastings)",,,N,N,9330
Consumer,Jason,Hathaway,,,,,,,UNITED STATES,206-464-1151,jason@mail.com,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/1/2021 15:45,,,"(Date: 2021-08-05 12:08:29.0651549, Author: Customer, Note: Reservation: 10:00 AM / john doe / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/07/2021&#x0D;
	Time: 10:00 AM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152213&#x0D;
Contact Person&#x0D;
	john doe&#x0D;
	111-111-1111&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 16:10:58.4740183, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150138&#x0D;
	Order #: 3072&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 16:04:47.3582958, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150134&#x0D;
	Order #: 3071&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:58:57.0431368, Author: Customer, Note: Reservation: 4:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150127&#x0D;
	Order #: 3070&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 15:56:20.0582375, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150124&#x0D;
	Order #: 3069&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:51:46.2343535, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150117&#x0D;
	Order #: 3068&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:49:29.3688317, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150114&#x0D;
	Order #: 3067&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:44:56.4185934, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150111&#x0D;
	Order #: 3066&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:30:09.3459351, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150097&#x0D;
	Order #: 3065&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9331
Black Diamond,Milky,Way,,4566 South Puget Sound Avenue,,Tacoma,WA,98409,UNITED STATES,435-666-6666,milkyway@op.net,4/1/1963 0:00,,,,,,Bellevue,WA,98006,UNITED STATES,,,,,,,Y,Tasting Room,3/1/2021 15:51,,,"(Date: 2021-08-16 17:06:59.4604313, Author: Customer, Note: Reservation: 1:00 PM / tommy MALCIK / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/21/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 156987&#x0D;
Contact Person&#x0D;
	tommy MALCIK&#x0D;
	408-893-2652&#x0D;
	tommy@bigdogvineyards.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9332
Consumer,Carol,Toller,,Test Drive,,Chattanooga,TN,37421,UNITED STATES,555-555-5555,Gavingrant@outloo.com,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/2/2021 3:34,,,,,N,N,9340
Black Diamond,Gavin,Grant,,Test Drive,,Chattanooga,TN,37421,UNITED STATES,666-666-6666,gavingrant@outlook.com,1/1/1964 0:00,,,,,,,,,UNITED STATES,,,,,,,Y,Tasting Room,3/2/2021 3:43,,,"(Date: 2021-09-01 14:45:23.4782686, Author: Customer, Note: Reservation: 6:00 PM / Tad Radwell / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162753&#x0D;
	Order #: 3445&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Tad Radwell&#x0D;
	444-444-4444&#x0D;
	tad@radwell.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9341
Consumer,Rick,Belle,,,,,,,UNITED STATES,,rickbelle@op.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/2/2021 9:59,,"(Date: 2021-07-23 06:11:07.4372894, Author: Customer, Note: Reservation: 2:00 PM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 146980&#x0D;
	Order #: 3019&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-23 06:09:50.9932282, Author: Customer, Note: Reservation: 11:00 AM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 11:00 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 146979&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-22 07:57:11.9721281, Author: Customer, Note: Reservation: 5:00 PM / Mihai Scutariu / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 146431&#x0D;
	Order #: 2976&#x0D;
	Prepaid: $88.08&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	test notes)    (Date: 2021-07-22 07:55:46.3037874, Author: Customer, Note: Reservation: 2:30 PM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 2:30 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: &#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 06:27:02.3166410, Author: Customer, Note: Reservation: 10:00 AM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/23/2021&#x0D;
	Time: 10:00 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145629&#x0D;
	Order #: 2954&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 05:34:46.4591138, Author: Customer, Note: Reservation: 8:00 AM / Mihai Scutariu / 1 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/22/2021&#x0D;
	Time: 8:00 AM&#x0D;
	Guests: 1&#x0D;
	Reservation #: 145623&#x0D;
	Order #: 2953&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	211-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 05:00:30.6436450, Author: Customer, Note: Reservation: 11:30 AM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/23/2021&#x0D;
	Time: 11:30 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145619&#x0D;
	Order #: 2952&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 04:51:33.9977694, Author: Customer, Note: Reservation: 11:15 AM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 11:15 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145617&#x0D;
	Order #: 2951&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 03:27:21.5679838, Author: Customer, Note: Reservation: 12:00 PM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 12:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145609&#x0D;
	Order #: 2949&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-09-01 14:43:53.8831205, Author: Customer, Note: Reservation: 6:00 PM / mark hegewald / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 09/11/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162752&#x0D;
	Order #: 3444&#x0D;
	Prepaid: $60.00&#x0D;
Contact Person&#x0D;
	mark hegewald&#x0D;
	206-224-2345&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-08-05 16:53:53.4027017, Author: Customer, Note: Reservation: 4:30 PM / Mark Ratzlaff / 1 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/06/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 1&#x0D;
	Reservation #: 152634&#x0D;
Contact Person&#x0D;
	Mark Ratzlaff&#x0D;
	333-333-3333&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9342
Consumer,Jordan,Griffin,,12345 Southeast 23rd Place,,Bellevue,WA,98005,UNITED STATES,555-555-5555,Jordan@orderport.net,1/1/1960 0:00,,,,,,Bellevue,WA,98006,UNITED STATES,,,,,,,,,3/2/2021 10:20,,"(Date: 2021-09-01 14:43:53.8831205, Author: Customer, Note: Reservation: 6:00 PM / mark hegewald / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 09/11/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162752&#x0D;
	Order #: 3444&#x0D;
	Prepaid: $60.00&#x0D;
Contact Person&#x0D;
	mark hegewald&#x0D;
	206-224-2345&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-08-05 16:53:53.4027017, Author: Customer, Note: Reservation: 4:30 PM / Mark Ratzlaff / 1 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/06/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 1&#x0D;
	Reservation #: 152634&#x0D;
Contact Person&#x0D;
	Mark Ratzlaff&#x0D;
	333-333-3333&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-09-01 14:45:23.4782686, Author: Customer, Note: Reservation: 6:00 PM / Tad Radwell / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162753&#x0D;
	Order #: 3445&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Tad Radwell&#x0D;
	444-444-4444&#x0D;
	tad@radwell.com&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9345
